year,month,station,municipality,region,province,monthly_mean_temp,monthly_max_temp,monthly_min_temp,rainfall
2003,1,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,2,6.8,-2.7,16.8
2003,2,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,2.4,7.3,-2.6,44.6
2003,3,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4.8,10.4,-0.8,37.9
2003,4,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,7.4,12.9,1.9,29
2003,5,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,12,18.4,5.6,142.7
2003,6,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,16.9,23.9,9.7,42.2
2003,7,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,20.3,28.3,12.3,23
2003,8,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,21.2,28.5,14,36
2003,9,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,15.2,21.5,8.9,61.8
2003,10,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,8.3,12.7,3.9,64
2003,11,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4.8,8.9,0.6,35.4
2003,12,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,1.9,6.1,-2.3,11.8
2004,1,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,3.5,8.4,-1.4,11.6
2004,2,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,3,8,-2,31.2
2004,3,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,3.9,8.9,-1.2,71.2
2004,4,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,6.1,11.7,0.6,69.5
2004,5,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,8.9,14.6,3.3,141.2
2004,6,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,17.6,24.2,10.9,30.4
2004,7,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,18.6,26.6,10.5,32.3
2004,8,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,19.8,27.4,12.3,26
2004,9,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,16.6,23.7,9.5,41.5
2004,10,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,11.1,16.2,6,13.8
2004,11,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4.5,10.2,-1.2,20.5
2004,12,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,1.2,4.9,-2.5,35.1
2005,1,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,0.9,6.6,-4.8,2.2
2005,2,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,-1.6,3.3,-6.6,17.6
2005,3,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4.6,10.5,-1.2,13
2005,4,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,8.3,14,2.6,13.9
2005,5,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,14.3,21.6,7.1,35
2005,6,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,18.9,26.5,11.3,87.2
2005,7,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,20.7,28.5,12.8,4
2005,8,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,19.2,27.4,11.1,2.2
2005,9,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,14.8,21.1,8.5,67
2005,10,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,11.2,16.4,5.9,28.2
2005,11,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4.2,8.3,0,72.4
2005,12,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,1.3,5.7,-3.1,28
2006,1,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,0.3,4.1,-3.4,27.8
2006,2,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,1.8,6.8,-3.2,39.1
2006,3,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,6,12,0.1,19.3
2006,4,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,9.7,16.3,3,26
2006,5,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,13.9,20.5,7.3,13.7
2006,6,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,17.9,25.5,10.3,153.2
2006,7,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,21.6,29.1,14.1,75.7
2006,8,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,17.5,25.8,9.2,0
2006,9,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,16.1,22.4,9.9,77
2006,10,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,13.1,18.5,7.7,28.1
2006,11,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,8.2,12.1,4.2,44.9
2006,12,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,2.4,6.9,-2,6.4
2007,1,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,3.4,8.5,-1.8,15.3
2007,2,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4.8,8.9,0.8,26.4
2007,3,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,3.7,9,-1.5,48.8
2007,4,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,7.3,12.4,2.1,107.5
2007,5,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,11.1,17.2,5,43.9
2007,6,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,15.1,22.1,8,42.6
2007,7,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,19.7,28.6,10.9,0
2007,8,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,19.5,26.3,12.7,23.3
2007,9,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,16.9,22.4,11.4,11.2
2007,10,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,10.1,14.7,5.5,17
2007,11,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,5.1,11.2,-1.1,3.5
2007,12,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,2.4,6.7,-1.8,46
2008,1,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4.3,9.3,-0.7,12.4
2008,2,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4.2,9.8,-1.5,34.2
2008,3,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4.6,9.6,-0.5,12.7
2008,4,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,7.4,12.5,2.3,43.3
2008,5,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,10.2,15.7,4.6,157
2008,6,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,13.9,20.3,7.4,89.1
2008,7,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,19.6,28,11.2,24
2008,8,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,20.1,27.9,12.2,39.5
2008,9,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,14.3,21.2,7.4,10.6
2008,10,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,8.6,13.7,3.6,154
2008,11,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,5.4,10.1,0.5,28.4
2008,12,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,1.3,5.3,-2.6,17.4
2009,1,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,-0.2,4,-4.3,23.1
2009,2,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,2,6.9,-2.9,10
2009,3,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,6.1,12.4,-0.3,44.9
2009,4,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,5.7,10.6,0.8,39.7
2009,5,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,13.4,20.5,6.4,32.5
2009,6,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,17.7,25,10.4,30.6
2009,7,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,21.3,28.7,14,3.2
2009,8,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,21.3,29.3,13.4,43.4
2009,9,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,14.4,20.5,8.4,49.2
2009,10,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,11.9,18,5.8,4.6
2009,11,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,7,11.8,2.2,13.2
2009,12,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,1.7,5.6,-2.1,77.6
2010,1,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,-0.4,3.1,-3.8,52.3
2010,2,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,1.1,4.7,-2.6,39.8
2010,3,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,2.9,7.2,-1.4,50.2
2010,4,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,7.8,13.3,2.2,50.2
2010,5,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,8.1,13.5,2.7,46.3
2010,6,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,14,19.3,8.8,74
2010,7,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,21.6,28.5,14.8,19.4
2010,8,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,19.6,26.6,12.6,17.4
2010,9,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,14.1,19.5,8.7,62.5
2010,10,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,9.4,14.6,4.1,43.7
2010,11,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,3.1,7.7,-1.5,19.3
2010,12,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,2.5,7.3,-2.4,23.2
2012,1,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,2.4,7.2,-2.4,18.6
2012,2,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,-1.3,4.3,-6.8,6.6
2012,3,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,6.2,13.3,-0.9,3.6
2012,4,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,6,11,1.1,67.8
2012,5,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,14.1,21,7.3,4.6
2012,6,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,19.3,26.4,12.1,27.1
2012,7,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,20.5,29,12.1,25
2012,8,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,22.1,29.3,14.9,11.2
2012,9,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,15.1,21.4,8.7,48.9
2012,10,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,11.2,16.9,5.6,38.7
2012,11,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,6.5,9.1,3.9,60.6
2012,12,POZONDON D.G.A.,POZONDÓN,SIERRA DE ALBARRACÍN,TERUEL ,4,9.1,-1.1,2.4
2003,1,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,NA,6,-2.3,NA
2003,2,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,4.9,11.3,-1.4,NA
2003,3,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,11,20.1,1.9,NA
2003,4,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,12.7,20.7,4.7,NA
2003,5,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,15,21.3,8.7,NA
2003,6,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,21.2,28.8,13.6,NA
2003,7,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,24.2,34.3,14.1,NA
2003,8,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,23.2,33.7,12.8,NA
2003,9,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,16.9,25.8,7.9,NA
2003,10,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,9.2,13.7,4.7,NA
2003,11,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,5.4,11.1,0.2,NA
2003,12,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,2.3,7.4,-2.5,NA
2005,1,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,2.7,7.6,-2.3,NA
2005,2,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,4.2,9.7,-1.3,NA
2005,3,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,6.4,12.6,0.2,NA
2005,4,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,8.8,14.4,3.2,NA
2005,5,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,13.4,19.3,7.6,NA
2005,6,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,19.7,27.4,11.9,NA
2005,7,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,21.4,30,12.7,NA
2005,8,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,20.3,28.4,12.2,NA
2005,9,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,15.1,22.7,7.6,NA
2005,10,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,12.3,17.9,6.8,NA
2005,11,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,5,9.6,0.3,NA
2005,12,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,1.7,6.8,-3.4,NA
2006,1,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,1.8,5.5,-2,NA
2006,2,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,2.7,8.7,-3.2,NA
2006,3,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,7.1,13.3,1,NA
2006,4,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,8.8,14.4,2.9,NA
2006,5,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,13.4,19.3,7.7,NA
2006,6,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,18.5,26,11,NA
2006,7,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,22.3,31.2,13.4,NA
2006,8,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,18.3,27.6,8.9,NA
2006,9,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,16.3,23.5,9,NA
2006,10,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,12.8,19.6,5.9,NA
2006,11,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,9.4,14.3,4.4,NA
2006,12,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,2.1,7.6,-3.4,NA
2007,1,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,2.8,8.7,-3.2,NA
2007,2,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,5.4,9.6,1.2,NA
2007,3,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,5.6,11.3,-0.1,NA
2007,4,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,9.2,14.3,4.1,NA
2007,5,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,13,18.9,7,NA
2007,6,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,17.4,24.3,10.5,NA
2007,7,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,20.4,28.7,12.1,NA
2007,8,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,19,26.8,11.3,NA
2007,9,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,15.6,22.9,8.3,NA
2007,10,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,9.9,15.7,4.1,NA
2007,11,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,4.1,12.1,-4,NA
2007,12,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,2.6,8.4,-3.2,NA
2008,1,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,4.5,10.9,-1.9,NA
2008,2,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,5.2,11.5,-1.1,NA
2008,3,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,6.2,12.1,0.3,NA
2008,4,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,9.5,15.9,3.2,NA
2008,5,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,12.5,16.9,8.1,NA
2008,6,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,16.2,21.9,10.5,NA
2008,7,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,20.8,28.5,13.1,NA
2008,8,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,21.1,28.7,13.5,NA
2008,9,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,15.4,21.6,9.2,NA
2008,10,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,11,15.9,6.1,NA
2008,11,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,3.2,8.2,-1.7,NA
2008,12,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,2.7,6.8,-1.5,NA
2009,1,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,1.6,5.4,-2.2,NA
2009,2,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,3.4,8.8,-1.9,NA
2009,3,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,6.5,13.5,-0.5,NA
2009,4,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,7.7,12.9,2.5,NA
2009,5,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,14.7,22,7.4,NA
2009,6,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,19,26.3,11.8,NA
2009,7,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,22.1,29.8,14.4,NA
2009,8,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,22,29.5,14.4,NA
2009,9,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,15.6,21.6,9.5,NA
2009,10,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,12.5,19.4,5.6,NA
2009,11,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,7.9,13.7,2,NA
2009,12,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,3.5,7.9,-1,NA
2010,1,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,1.6,4.7,-1.5,NA
2010,2,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,3.4,6.9,-0.1,NA
2010,3,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,4.7,9.5,0,NA
2010,4,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,9.3,15.3,3.3,NA
2010,5,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,10.6,16.5,4.8,NA
2010,6,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,15.9,21.6,10.2,NA
2010,7,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,22.1,29.7,14.5,NA
2010,8,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,20,27.5,12.4,NA
2010,9,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,15.8,22.8,8.7,NA
2010,10,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,9.7,16.3,3,NA
2010,11,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,4.4,9,-0.2,NA
2010,12,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,3.5,8.1,-1.2,NA
2012,1,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,3.3,9,-2.4,NA
2012,2,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,0.3,6.6,-6,NA
2012,3,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,6.5,14.5,-1.4,NA
2012,4,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,9,14.4,3.6,NA
2012,5,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,15.5,23.1,7.9,NA
2012,6,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,20.2,27.8,12.6,NA
2012,7,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,21.5,30.1,13,NA
2012,8,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,23.2,32.4,14,NA
2012,9,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,16.5,23.9,9.1,NA
2012,10,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,12.7,18.5,6.8,NA
2012,11,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,7.6,11,4.1,NA
2012,12,ALFAMBRA (PFE-DGA),ALFAMBRA,COMUNIDAD DE TERUEL,TERUEL ,4.8,10,-0.4,NA
2003,1,CAMARENA DE LA SIERRA (DGA),CAMARENA DE LA SIERRA,GÚDAR-JAVALAMBRE,TERUEL ,0.3,4.7,-4.2,35.5
2003,2,CAMARENA DE LA SIERRA (DGA),CAMARENA DE LA SIERRA,GÚDAR-JAVALAMBRE,TERUEL ,0.6,5.4,-4.3,133.5
2003,3,CAMARENA DE LA SIERRA (DGA),CAMARENA DE LA SIERRA,GÚDAR-JAVALAMBRE,TERUEL ,6.9,13.2,0.7,53
2003,4,CAMARENA DE LA SIERRA (DGA),CAMARENA DE LA SIERRA,GÚDAR-JAVALAMBRE,TERUEL ,8.2,13.7,2.7,80
2003,5,CAMARENA DE LA SIERRA (DGA),CAMARENA DE LA SIERRA,GÚDAR-JAVALAMBRE,TERUEL ,12.6,19.1,6.1,167.5
