year,month,station,municipality,region,province,monthly_mean_temp,monthly_max_temp,monthly_min_temp,rainfall
1997,9,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,21,28.4,13.6,23.6
1997,10,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,18.2,23.9,12.5,6.4
1997,11,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10.6,16.2,5,22.9
1997,12,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,7.6,12.9,2.3,34
1998,1,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,7.4,12.6,2.2,16.2
1998,2,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,7.6,13.7,1.4,2.3
1998,3,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,12.2,19.9,4.4,1.7
1998,4,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,12.9,20.1,5.7,21
1998,5,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,17.1,24,10.2,58.2
1998,6,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,22.9,30.8,15,13.3
1998,7,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,25.2,33.7,16.7,0.3
1998,8,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,25.1,33.6,16.6,15.1
1998,9,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,21.2,28,14.4,9.3
1998,10,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.6,21.2,8,26.9
1998,11,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,9.5,15.5,3.5,11.4
1998,12,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,4.8,9.9,-0.4,49.6
1999,1,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,5.4,10.6,0.1,9.2
1999,2,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.2,13.9,2.4,6.9
1999,3,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10.6,17,4.2,80.5
1999,4,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14,21.2,6.7,46.2
1999,5,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,19,26.2,11.7,31
1999,6,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,21.6,29.5,13.7,29.3
1999,7,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24.9,33.3,16.5,69.3
1999,8,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,25.9,33.2,18.5,8.2
1999,9,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,20.8,27.9,13.6,57.6
1999,10,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,15.3,21.6,8.9,24.7
1999,11,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,7.5,12.4,2.6,18.8
1999,12,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,6.1,12.2,0,2.2
2000,1,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,3.3,9,-2.4,27.5
2000,2,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10.1,17.8,2.4,0.5
2000,3,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,11.5,18.8,4.2,14.5
2000,4,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,13.1,19.7,6.5,48.2
2000,5,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,18.7,25.9,11.4,55.4
2000,6,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,22.2,30.1,14.2,41.8
2000,7,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24,31.5,16.4,5.8
2000,8,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24.9,33.3,16.4,3.6
2000,9,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,21.2,29.5,12.9,7.8
2000,10,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,15.4,21.2,9.6,121
2000,11,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10.3,15.6,4.9,28.6
2000,12,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.5,13.6,3.4,18.2
2001,1,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8,12.7,3.2,27.9
2001,2,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.9,15.2,2.5,8
2001,3,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.3,21.3,7.3,10.6
2001,4,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.4,21.5,7.3,19.6
2001,5,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,17.5,24.9,10,52.1
2001,6,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,23.4,32.5,14.2,5.2
2001,7,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24.5,32.6,16.4,6.1
2001,8,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,26.1,33.6,18.6,43.6
2001,9,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,19.5,26.8,12.1,12.5
2001,10,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,17.6,24.7,10.5,9.9
2001,11,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,9,14.2,3.7,13.8
2001,12,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,2.5,8.2,-3.2,2.1
2002,1,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,6.7,11.3,2,17.9
2002,2,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,9.8,16.3,3.3,1.9
2002,3,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,12.7,19,6.3,12.9
2002,4,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.6,21.3,7.9,12.8
2002,5,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,17,23.4,10.5,97.3
2002,6,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,22.9,30.9,14.8,21.3
2002,7,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24.1,31.4,16.8,34.6
2002,8,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,23.2,29.9,16.4,54.7
2002,9,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,20,27.1,12.8,40.6
2002,10,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,16.3,22.8,9.7,34
2002,11,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,12.1,17.4,6.8,10.5
2002,12,LA PUEBLA DE HIJAR ,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.9,13.2,4.5,22.7
2003,1,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,7.3,12,2.5,19.9
2003,2,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,7.2,12.2,2.3,18.4
2003,3,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,11.2,18.9,3.5,37.9
2003,4,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.3,20.9,7.7,46
2003,5,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,18.1,25.3,10.9,66.8
2003,6,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,25.9,34.4,17.5,14
2003,7,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,26.4,34.7,18,6
2003,8,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,27,35.8,18.2,11
2003,9,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,20.4,27.1,13.8,46.2
2003,10,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,15,20.4,9.6,44.6
2003,11,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10.5,16.1,4.9,15.7
2003,12,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,7.1,11.8,2.5,8.7
2004,1,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.7,14.2,3.3,10.4
2004,2,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,5.9,10.6,1.1,48.4
2004,3,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,9.1,15.1,3.1,59.7
2004,4,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,12.5,18.5,6.4,57.3
2004,5,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,16.5,23.3,9.5,47.2
2004,6,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24.4,32.5,16.3,0.7
2004,7,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24.5,32.2,16.9,33.7
2004,8,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,25.2,33,17.3,15.1
2004,9,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,22.3,29.8,14.7,10.8
2004,10,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,17.4,24.7,10,35.3
2004,11,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.9,13.9,3.9,7.8
2004,12,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,7.6,11.4,3.8,24.4
2005,1,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,3.7,7.4,-0.2,1.1
2005,2,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,5.6,11.3,-0.2,22.7
2005,3,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10.6,17.9,3.2,5
2005,4,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.4,21.8,7,10.6
2005,5,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,19.4,27,11.6,41.4
2005,6,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24,32.5,15.5,38.2
2005,7,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,25,33.2,16.9,1.4
2005,8,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,23.6,31.2,16,15.7
2005,9,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,19.9,26.9,12.8,46.9
2005,10,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,15.7,22.1,9.2,42.2
2005,11,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,9.3,14.1,4.4,48.9
2005,12,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,4.2,9.2,-0.8,13.6
2006,1,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,4.9,8.9,0.8,24.1
2006,2,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,6.3,12.4,0.1,39
2006,3,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,12.2,18.8,5.5,7.9
2006,4,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.9,22.2,7.6,8.6
2006,5,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,19.2,27.4,11,4.4
2006,6,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,22.8,31.2,14.4,77.7
2006,7,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,26.8,35.4,18.2,10.1
2006,8,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,23,30.5,15.4,19.6
2006,9,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,21.2,28.3,14,75.8
2006,10,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,17.4,24.5,10.2,18.1
2006,11,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,12.1,17.8,6.4,13.2
2006,12,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,3.6,8.5,-1.4,9.5
2007,1,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,5.4,11.8,-1.1,4.8
2007,2,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,9.4,16.1,2.7,18
2007,3,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10.7,17.5,3.9,26.2
2007,4,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,13.8,20.6,6.9,106.8
2007,5,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,17.9,25.1,10.6,18.9
2007,6,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,21.7,30.3,13,16.3
2007,7,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24.5,33.6,15.3,15.7
2007,8,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,23.2,31.6,14.7,7.4
2007,9,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,19.3,27.6,10.9,6.4
2007,10,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.6,22,7.2,12
2007,11,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.5,15.6,1.5,0.7
2007,12,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,5.8,10.5,1,29.4
2008,1,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,6.9,12.3,1.5,11.2
2008,2,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.7,14.7,2.7,21.2
2008,3,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,11.8,17.5,6,3.1
2008,4,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.8,22.2,7.3,13.4
2008,5,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,16.7,23,10.4,117.1
2008,6,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,20.7,28,13.2,23.9
2008,7,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,23.9,32.5,15.2,6.4
2008,8,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,23.8,32,15.4,6.3
2008,9,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,19.3,26.8,11.7,20.1
2008,10,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.3,20.9,7.7,41.3
2008,11,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.7,13.7,3.8,28.2
2008,12,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,5.9,9.4,2.4,27.9
2009,1,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,5.3,9.5,1,27.7
2009,2,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,7.7,13.3,2,5.4
2009,3,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10.8,18.2,3.4,10.3
2009,4,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,12.9,19.5,6.3,63.4
2009,5,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,18.9,26.9,11,26.2
2009,6,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24,32.3,15.8,8
2009,7,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,26.1,34.7,17.5,3.7
2009,8,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,25.8,34.1,17.4,26.8
2009,9,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,20.8,27.7,13.8,16.6
2009,10,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,16.9,23.4,10.3,10.6
2009,11,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,11.3,16.7,5.9,13
2009,12,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,6.5,10.7,2.2,40.1
2010,1,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,5.8,9.4,2.2,51.9
2010,2,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,6.7,11.5,1.8,21.5
2010,3,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,9.4,15.5,3.2,23.6
2010,4,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14,20.4,7.6,21.2
2010,5,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,16.1,22.7,9.4,44.4
2010,6,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,21.2,28.7,13.7,18.4
2010,7,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,26.2,34.7,17.8,22.6
2010,8,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,24.3,32.2,16.3,13.3
2010,9,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,19.7,26.9,12.5,63.4
2010,10,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,14.1,20.7,7.4,34.9
2010,11,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.9,14.8,2.9,15.7
2010,12,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,4.2,9.2,-0.8,10.3
2011,1,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,4.8,9.3,0.2,22.7
2011,2,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.2,14.6,1.8,7.1
2011,3,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10,15.7,4.3,78.4
2011,4,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,15.5,23.3,7.6,23.5
2011,5,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,19,27.3,10.7,54.7
2011,6,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,21.6,29.9,13.3,7
2011,7,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,23.5,31.5,15.5,10.9
2011,8,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,25.4,34.6,16.2,0
2011,9,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,21.6,30.8,12.3,5.1
2011,10,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,15,23.8,6.1,8
2011,11,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,10.7,15.7,5.7,41.3
2011,12,LA PUEBLA DE HIJAR,PUEBLA DE HÍJAR (LA),BAJO MARTÍN,TERUEL ,8.2,12.8,3.6,53.2
1983,1,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,5.4,9.6,1.1,0
1983,2,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,7.5,12.8,2.1,4.1
1983,3,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,8.5,12.4,4.6,7.3
1983,4,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,10.3,14.6,5.9,11
1983,5,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,11.5,16.3,6.6,3.2
1983,6,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,18.5,23.6,13.3,29
1983,7,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,20.7,26.5,14.9,14.5
1983,8,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,17.1,21.9,12.2,68.1
1983,9,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,17.1,23.2,11,0
1983,10,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,14.3,21.4,7.2,4.3
1983,11,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,10.6,14.4,6.8,110
1983,12,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,7.1,11.3,2.8,3.4
1984,1,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,6.7,10.2,3.2,0.8
1984,2,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,5,8.9,1.1,0
1984,3,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,5.8,9.7,1.8,0
1984,4,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,12.5,17.3,7.6,14.8
1984,5,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,11,15.5,6.5,110.4
1984,6,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,19.6,25.3,13.8,11.9
1984,7,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,24.3,30.8,17.7,0.3
1984,8,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,22,28.4,15.5,0
1984,9,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,18.8,24.6,13,26.4
1984,10,PUIGMORENO-ENDESA ,ALCAÑIZ,BAJO ARAGÓN,TERUEL ,14.4,19.6,9.2,10
